hour,linkID,pollutantID,emrate,emquant
8,2,91,5268288.418536334,197321.63199226858  
8,3,91,5268288.418536334,222708.82592807626  
8,4,91,5268288.418536334,78641.89439942558  
8,5,91,5268288.418536334,54586.47431859778  
8,7,91,5268288.418536334,45163.006493708  
8,8,91,5063030.4282037495,190146.06211594623  
8,10,91,4036740.4765408277,133020.7789260897  
8,11,91,410515.9806651689,11284.823016675922  
8,13,91,684193.3011086148,14826.459264123505  
8,14,91,889451.2914411993,21207.622177865156  
8,16,91,752612.6312194763,24058.5403416255  
8,18,91,752612.6312194763,3469.8484060026094  
8,20,91,684193.3011086148,26107.18293404548  
8,21,91,615773.9709977533,13824.841882641289  
8,22,91,821031.9613303378,24725.034942881928  
8,23,91,104159.69077566276,2902.7081585528863  
8,24,91,64495.99706889367,674.3620567002818  
8,25,91,66668.87936679555,2529.8777188300687  
8,26,91,71052.38484657774,2676.3305651906476  
8,28,91,73962.51253107032,413.7217616077855  
8,29,91,684193.3011086149,7890.697948606864  
8,32,91,530650.7789213024,4230.8437927435925  
8,34,91,1928127.9674048712,2582.4143291784058  
8,35,91,443667.3689283979,4720.86950008286  
8,36,91,362894.4018190138,12243.686308904715  
8,37,91,332594.35233036126,13670.420243032631  
8,38,91,882198.3613603304,40132.78409236738  
8,41,91,110658.34016155671,910.9908606884436  
8,43,91,0.0,0.0  
8,44,91,0.0,0.0  
8,45,91,75549.79155510663,3023.9674680626113  
8,47,91,117890.20152015549,1671.3860972756202  
8,49,91,29062.287328071634,206.3799997071243  
8,53,91,84250.2430995928,2025.9399616242263  
8,55,91,116192.32137051785,2834.1068307926225  
8,57,91,752612.6312194763,53386.051462512085  
8,58,91,1026289.9516629223,78630.97187736502  
8,59,91,684193.3011086148,52075.10773008268  
8,61,91,1299967.272106368,97612.5894247174  
8,63,91,957870.6215520608,67833.79154572752  
8,64,91,821031.9613303378,28806.762060121197  
8,65,91,821031.9613303378,34426.9532193617  
8,66,91,1231547.9419955066,94176.17825747268  
8,67,91,1573644.5925498141,120548.36403532034  
8,69,91,3147289.1850996283,21291.915291995872  
8,70,91,4447256.457205997,56522.86428892462  
8,75,91,418254.4066741385,2554.4521839057224  
8,77,91,649430.4410174703,14794.707311633427  
8,78,91,169937.0922976085,4575.5549175504175  
8,81,91,684193.3011086148,4993.240180425635  
8,82,91,273677.32044344593,24442.080135202305  
8,83,91,273677.32044344593,16226.379803428732  
8,85,91,273677.32044344593,4112.21899764919  
8,87,91,273677.32044344593,20019.035523292237  
8,93,91,547354.6408868919,2976.086350800597  
8,94,91,306399.964224324,12108.062587259155  
8,95,91,205026.6699383032,9417.013633336515  
8,98,91,3650433.3842301816,301911.79739696113  
8,100,91,7583142.420620481,71803.42270641722  
8,102,91,273677.32044344593,21556.43842402852  
8,107,91,437231.445720998,32759.894461011583  
8,108,91,876302.2983770025,36777.32261068538  
8,110,91,259645.12544503776,33067.949645795896  
8,115,91,752612.6312194763,42030.52479694686  
8,116,91,889451.2914411993,39553.63320930402  
8,117,91,1231547.9419955066,54225.885224840524  
8,118,91,957870.6215520608,42475.522484464265  
8,119,91,889451.2914411993,7561.514128988268  
8,120,91,957870.6215520608,33407.559380580795  
8,122,91,273677.32044344593,15197.47428584859  
8,125,91,1284195.9917790077,5954.014263280301  
8,127,91,2491862.106654925,63897.03084558883  
8,129,91,410515.9806651689,9754.006648096656  
8,131,91,273677.32044344593,10396.43063526927  
8,133,91,273677.32044344593,16552.05582014004  
8,134,91,273677.32044344593,11970.432321671711  
8,136,91,273677.32044344593,4243.065734392367  
8,139,91,273677.32044344593,2472.3695878296435  
8,141,91,435809.0175386629,4871.682242155156  
8,142,91,860288.5839058196,47628.78288790524  
8,143,91,3718315.708309257,99729.55829295903  
8,144,91,1392696.0521103423,39897.30013971873  
8,145,91,521104.85641832,14374.237058131512  
8,146,91,907631.8931524561,26066.39255888812  
8,147,91,327211.7823312146,13530.324390114938  
8,150,91,0.0,0.0  
8,152,91,342096.6505543074,25661.41772304853  
8,153,91,410515.9806651689,17270.36591785381  
8,154,91,342096.6505543074,15525.687700499699  
8,155,91,821031.9613303378,9985.613470480048  
8,157,91,9578706.215520607,510525.14103410643  
8,158,91,22475415.782202892,1064432.2028215064  
8,159,91,18615009.52103337,531264.0387701737  
8,160,91,29035453.21579684,2199140.903841838  
8,161,91,18746896.450376045,1440450.8058852935  
8,164,91,0.0,0.0  
8,167,91,0.0,0.0  
8,168,91,0.0,0.0  
8,189,91,389005.54993589653,25772.03313627744  
8,191,91,3133800.123594142,183613.92829383633  
8,193,91,1145303.9243940476,72456.27297706349  
8,194,91,19841605.732149832,168490.52042874094  
8,197,91,3010450.5248779054,193875.49951344758  
8,198,91,684193.3011086148,22161.720230576582  
8,199,91,752612.6312194763,32695.147490610314  
8,200,91,273677.32044344593,20846.982327921985  
8,202,91,684193.3011086148,26620.007385111407  
8,205,91,615773.9709977533,1449.7661120829732  
8,207,91,547354.6408868919,38061.60555614113  
8,209,91,1545938.7088859573,9020.857260051753  
8,214,91,33493448.724113647,1971291.6055971163  
8,215,91,33089163.827722307,1361509.8660196213  
8,216,91,19406820.115405247,671770.1127272794  
8,217,91,7766477.520928068,592501.0941602909  
8,218,91,684193.3011086148,57552.24355422857  
8,220,91,410515.9806651689,29316.25849496625  
8,222,91,821031.9613303378,32400.055921644824  
8,223,91,759040.830873654,57135.71541158813  
8,224,91,1063602.8648356858,44661.969822092076  
8,225,91,2703157.907896043,90929.63619263272  
8,227,91,1355512.964057593,8613.995013841257  
8,230,91,547354.6408868919,2094.3189889306664  
8,231,91,5643.725629203885,624.5011925235513  
8,238,91,38041147.541638985,785498.3180572798  
8,239,91,0.0,0.0  
8,242,91,68294.04119215033,2897.6056823635113  
8,249,91,53106.84873618758,424.9214233129039  
8,250,91,0.0,0.0  
8,251,91,44734.44110382263,581.0411348278118  
8,252,91,69715.3928223107,1407.5531783127324  
8,258,91,74703.24281338514,2767.50641388843  
8,259,91,37220.34575317996,289.15421303864684  
8,260,91,0.0,0.0  
8,261,91,0.0,0.0  
8,262,91,0.0,0.0  
8,264,91,0.0,0.0  
8,265,91,889451.2914411993,22747.129301754372  
8,266,91,889451.2914411993,23727.538067533107  
8,267,91,693100.7184073301,5384.635801464621  
8,269,91,192719.7696717752,2891.026692018411  
8,270,91,161465.38436586672,5004.373247276868  
8,271,91,206701.82688710344,6260.348398621378  
8,273,91,90434.80857859367,7313.174917747201  
8,274,91,957870.6215520608,43945.83309023919  
8,275,91,615773.9709977533,26537.3787465256  
8,277,91,547354.6408868919,29603.432656388755  
8,279,91,547354.6408868919,41590.88133031983  
8,280,91,547354.6408868919,46242.460412369  
8,284,91,29899247.25844647,267291.8623933186  
8,285,91,19225831.761152077,907690.2746868203  
8,288,91,1573644.5925498141,82511.75933631354  
8,289,91,10597.456705325196,300.6503943218757  
8,290,91,10597.456705325196,252.78059449641353  
8,292,91,11750.087302827706,365.7772270814672  
8,293,91,69375.65408658072,1814.8519529284392  
8,294,91,122421.12033972623,3565.067109748903  
8,297,91,115120.59269837454,3295.280152192812  
8,299,91,1272819.7735972097,79798.14298465714  
8,302,91,2237824.9152287208,10245.051122998217  
8,303,91,2457151.6178673087,185683.52298557066  
8,305,91,449654.2195663529,14435.541086195952  
8,307,91,4130480.473693499,309519.70977899106  
8,308,91,1848885.2493082848,164156.02203576226  
