hour,linkID,pollutantID,emrate,emquant
7,2,91,821031.9610651259,30751.423157692865  
7,3,91,821031.9610651259,34707.868964592664  
7,4,91,821031.9610651259,12255.8796427048  
7,5,91,821031.9610651259,8506.983007942614  
7,7,91,821031.9610651259,7038.390620122493  
7,8,91,821031.9610651259,30834.496549382395  
7,10,91,1094709.2814201678,36073.431561524325  
7,11,91,136838.66017752097,3761.6076710102225  
7,13,91,136838.66017752097,2965.2918518668444  
7,14,91,136838.66017752097,3262.711103233017  
7,16,91,136838.66017752097,4374.280060700736  
7,18,91,136838.66017752097,630.8815281603216  
7,20,91,136838.66017752097,5221.436585122454  
7,21,91,136838.66017752097,3072.1870840390116  
7,22,91,342096.6504438024,10302.097889539658  
7,23,91,39986.740150318976,1114.3450600122676  
7,24,91,136838.66017752097,1430.7678694361937  
7,25,91,36601.65709163584,1388.9196522854172  
7,26,91,53964.463049280974,2032.6797222183366  
7,28,91,60948.58548583324,340.9261704584326  
7,29,91,307882.4078761382,3550.7612838418017  
7,32,91,514908.9901222622,4105.335544998276  
7,34,91,1617139.5850450392,2165.895888291434  
7,35,91,369921.831910442,3936.1756486594863  
7,36,91,299132.4406605565,10092.422891911945  
7,37,91,275533.8742629154,11325.09865538424  
7,38,91,791068.1940897708,35987.10950538311  
7,41,91,684193.3008876048,5632.597083445157  
7,43,91,0.0,0.0  
7,44,91,0.0,0.0  
7,45,91,29600.07397846326,1184.7770711297128  
7,47,91,124083.6162015069,1759.1931165154983  
7,49,91,37154.62757836823,263.8461295968042  
7,53,91,55095.30161776157,1324.8599545667369  
7,55,91,51342.74351369191,1252.3273344352785  
7,57,91,821031.9610651259,58239.32884938238  
7,58,91,957870.6212426468,73388.90706183441  
7,59,91,684193.3008876048,52075.10771326124  
7,61,91,1026289.9513314073,77062.57057356815  
7,63,91,1026289.9513314073,72679.06234694536  
7,64,91,957870.6212426468,33607.889059285284  
7,65,91,957870.6212426468,40164.77874294784  
7,66,91,957870.6212426468,73248.13862104017  
7,67,91,752612.6309763653,57653.56538957327  
7,69,91,1231547.9415976887,8331.61902461143  
7,70,91,273677.32035504194,3478.3301089640886  
7,75,91,433463.8504630503,2647.3425307439484  
7,77,91,1072955.3036272707,24443.048359051616  
7,78,91,244635.42128018537,6586.806857241506  
7,81,91,801325.5127525944,5848.070627691284  
7,82,91,136838.66017752097,12221.040063653478  
7,83,91,136838.66017752097,8113.1898990936215  
7,85,91,136838.66017752097,2056.109498160425  
7,87,91,136838.66017752097,10009.517758412818  
7,93,91,136838.66017752097,744.0215874598134  
7,94,91,102672.98734129776,4057.346938327773  
7,95,91,107080.09240880379,4918.2610748937195  
7,98,91,10091851.188092172,834654.0288673416  
7,100,91,6773513.678787288,64137.19259223235  
7,102,91,273677.32035504194,21556.438417065303  
7,107,91,335994.7733229177,25174.66074600242  
7,108,91,636500.7647022977,26713.149113907068  
7,110,91,218267.40865279673,27798.15591098738  
7,115,91,821031.9610651259,45851.481581858236  
7,116,91,821031.9610651259,36511.046027563665  
7,117,91,821031.9610651259,36150.59013821623  
7,118,91,684193.3008876048,30339.65890767407  
7,119,91,684193.3008876048,5816.549328112098  
7,120,91,615773.9707988444,21476.28816629318  
7,122,91,136838.66017752097,7598.737140469731  
7,125,91,1002293.1122534624,4647.006784437677  
7,127,91,1763575.932116604,45222.111380899834  
7,129,91,402466.647580944,9562.75161269205  
7,131,91,488709.5006340035,18565.054699841046  
7,133,91,342096.6504438024,20690.069768491685  
7,134,91,205257.99026628147,8977.824238353744  
7,136,91,273677.32035504194,4243.06573302176  
7,139,91,273677.32035504194,2472.3695870310116  
7,141,91,358693.448444134,4009.6474208628756  
7,142,91,726398.161701226,40216.11001364717  
7,143,91,4967669.784704195,133238.68983656063  
7,144,91,1710122.0471251288,48990.7704457941  
7,145,91,1037046.9509296822,28606.063692312324  
7,146,91,1934642.3997664398,55561.23427772798  
7,147,91,238060.44349091835,9843.884599565896  
7,150,91,13832.292516549547,830.3664792119513  
7,152,91,205257.99026628147,15396.850628855587  
7,153,91,205257.99026628147,8635.182956137545  
7,154,91,205257.99026628147,9315.41261729073  
7,155,91,889451.2911538864,10817.747922859007  
7,157,91,5884062.387633402,313608.3008196485  
7,158,91,14843516.302798765,702986.6280968275  
7,159,91,11817108.06710948,337254.9743379167  
7,160,91,18917663.50616716,1432821.0175446528  
7,161,91,17880251.596529406,1373860.622201066  
7,164,91,0.0,0.0  
7,167,91,0.0,0.0  
7,168,91,0.0,0.0  
7,189,91,362797.971617669,24035.753083331547  
7,191,91,3439493.7100277394,201524.96219695883  
7,193,91,1385253.297818005,87636.38100880713  
7,194,91,15462768.60005987,131306.4055330866  
7,197,91,4036740.4752368685,259969.41971814682  
7,198,91,478935.3106213234,15513.20415639249  
7,199,91,478935.3106213234,20806.002941849387  
7,200,91,342096.6504438024,26058.72790148492  
7,202,91,205257.99026628147,7986.002212953763  
7,205,91,410515.98053256294,966.510741076444  
7,207,91,410515.98053256294,28546.20415788478  
7,209,91,1701338.4448232057,9927.645367550433  
7,214,91,44791854.764775194,2636270.9921046873  
7,215,91,26287202.68566347,1081631.61791967  
7,216,91,15638886.07379538,541342.4867262561  
7,217,91,6903923.392482716,526697.2257399936  
7,218,91,1163128.6115089282,97838.8140105844  
7,220,91,1163128.6115089282,83062.73237557322  
7,222,91,615773.9707988444,24300.041933384153  
7,223,91,852717.0375652211,64187.058196673956  
7,224,91,1366947.8280291804,57399.791465628645  
7,225,91,3634947.8791498416,122273.46662390698  
7,227,91,1209430.409554463,7685.6716193291195  
7,230,91,273677.32035504194,1047.1594941270769  
7,231,91,5809.526358398182,642.8477174799247  
7,238,91,26341442.084172785,543915.2020761963  
7,239,91,0.0,0.0  
7,242,91,93550.70136463201,3969.2049135087136  
7,249,91,621993.9098978225,4976.731697989924  
7,250,91,19824.682272825834,46.475162314926386  
7,251,91,74808.75958390415,971.6666955291028  
7,252,91,104204.84094378496,2103.894837684367  
7,258,91,56042.34609419796,2076.18232387173  
7,259,91,62849.0598237329,488.25635726389487  
7,260,91,0.0,0.0  
7,261,91,0.0,0.0  
7,262,91,0.0,0.0  
7,264,91,0.0,0.0  
7,265,91,889451.2911538864,22747.129294406535  
7,266,91,410515.98053256294,10951.171412247035  
7,267,91,1196319.2331255034,9294.094208228074  
7,269,91,285426.6113151957,4281.74002765761  
7,270,91,130493.9853360057,4044.4619861450474  
7,271,91,166282.40365809828,5036.17116083089  
7,273,91,205257.99026628147,16598.559887236643  
7,274,91,410515.98053256294,18833.92846116158  
7,275,91,205257.99026628147,8845.792912651143  
7,277,91,273677.32035504194,14801.716323413088  
7,279,91,342096.6504438024,25994.300823053145  
7,280,91,205257.99026628147,17340.922649036867  
7,284,91,14539107.643861603,129976.02000053241  
7,285,91,7031971.482242715,331993.54938723834  
7,288,91,821031.9610651259,43049.61355286628  
7,289,91,124713.97539241138,3538.141926103448  
7,290,91,75671.95605767446,1804.9993098205773  
7,292,91,125509.40661425053,3907.0758829981496  
7,293,91,65019.30362381678,1700.890776647189  
7,294,91,63717.97618819001,1855.5528701085236  
7,297,91,34687.82703470918,992.9249430609332  
7,299,91,1612572.9794700344,101098.62516141734  
7,302,91,2621186.4248849466,12000.129564698553  
7,303,91,2580153.85036696,194978.6302551209  
7,305,91,599302.9658812647,19239.81186121499  
7,307,91,4981328.510013565,373278.451393939  
7,308,91,2366745.216918982,210134.98816486364  
7,310,91,232384.64268143417,26623.41705977795  
7,312,91,108425.8824878902,8971.01159797447  
7,315,91,107966.09453639224,8920.589240494468  
7,316,91,1299967.2716864492,14391.091512072067  
7,318,91,0.0,0.0  
7,325,91,612778.3332813958,5469.280472597951  
7,328,91,3976895.2029506187,99333.01767891088  
7,330,91,346551.7479694311,8190.189143881878  
7,331,91,310996.95494891127,2023.0011474319838  
7,333,91,1080733.4427776465,59069.17631686913  
7,337,91,478935.3106213234,35886.20868552446  
