hour,linkID,pollutantID,emrate,emquant
13,2,91,0.0,0.0  
13,3,91,0.0,0.0  
13,4,91,0.0,0.0  
13,5,91,0.0,0.0  
13,7,91,0.0,0.0  
13,8,91,0.0,0.0  
13,10,91,0.0,0.0  
13,11,91,0.0,0.0  
13,13,91,0.0,0.0  
13,14,91,0.0,0.0  
13,16,91,0.0,0.0  
13,18,91,0.0,0.0  
13,20,91,0.0,0.0  
13,21,91,0.0,0.0  
13,22,91,0.0,0.0  
13,23,91,0.0,0.0  
13,24,91,0.0,0.0  
13,25,91,0.0,0.0  
13,26,91,0.0,0.0  
13,28,91,0.0,0.0  
13,29,91,0.0,0.0  
13,32,91,0.0,0.0  
13,34,91,0.0,0.0  
13,35,91,0.0,0.0  
13,36,91,0.0,0.0  
13,37,91,0.0,0.0  
13,38,91,0.0,0.0  
13,41,91,0.0,0.0  
13,43,91,0.0,0.0  
13,44,91,0.0,0.0  
13,45,91,0.0,0.0  
13,47,91,0.0,0.0  
13,49,91,0.0,0.0  
13,53,91,0.0,0.0  
13,55,91,0.0,0.0  
13,57,91,0.0,0.0  
13,58,91,0.0,0.0  
13,59,91,0.0,0.0  
13,61,91,0.0,0.0  
13,63,91,0.0,0.0  
13,64,91,0.0,0.0  
13,65,91,0.0,0.0  
13,66,91,0.0,0.0  
13,67,91,0.0,0.0  
13,69,91,0.0,0.0  
13,70,91,0.0,0.0  
13,75,91,0.0,0.0  
13,77,91,0.0,0.0  
13,78,91,0.0,0.0  
13,81,91,0.0,0.0  
13,82,91,0.0,0.0  
13,83,91,0.0,0.0  
13,85,91,0.0,0.0  
13,87,91,0.0,0.0  
13,93,91,0.0,0.0  
13,94,91,0.0,0.0  
13,95,91,0.0,0.0  
13,98,91,0.0,0.0  
13,100,91,0.0,0.0  
13,102,91,0.0,0.0  
13,107,91,0.0,0.0  
13,108,91,0.0,0.0  
13,110,91,0.0,0.0  
13,115,91,0.0,0.0  
13,116,91,0.0,0.0  
13,117,91,0.0,0.0  
13,118,91,0.0,0.0  
13,119,91,0.0,0.0  
13,120,91,0.0,0.0  
13,122,91,0.0,0.0  
13,125,91,0.0,0.0  
13,127,91,0.0,0.0  
13,129,91,0.0,0.0  
13,131,91,0.0,0.0  
13,133,91,0.0,0.0  
13,134,91,0.0,0.0  
13,136,91,0.0,0.0  
13,139,91,0.0,0.0  
13,141,91,0.0,0.0  
13,142,91,0.0,0.0  
13,143,91,0.0,0.0  
13,144,91,0.0,0.0  
13,145,91,0.0,0.0  
13,146,91,0.0,0.0  
13,147,91,0.0,0.0  
13,150,91,0.0,0.0  
13,152,91,0.0,0.0  
13,153,91,0.0,0.0  
13,154,91,0.0,0.0  
13,155,91,0.0,0.0  
13,157,91,0.0,0.0  
13,158,91,0.0,0.0  
13,159,91,0.0,0.0  
13,160,91,0.0,0.0  
13,161,91,0.0,0.0  
13,164,91,0.0,0.0  
13,167,91,0.0,0.0  
13,168,91,0.0,0.0  
13,189,91,0.0,0.0  
13,191,91,0.0,0.0  
13,193,91,0.0,0.0  
13,194,91,0.0,0.0  
13,197,91,0.0,0.0  
13,198,91,0.0,0.0  
13,199,91,0.0,0.0  
13,200,91,0.0,0.0  
13,202,91,0.0,0.0  
13,205,91,0.0,0.0  
13,207,91,0.0,0.0  
13,209,91,0.0,0.0  
13,214,91,0.0,0.0  
13,215,91,0.0,0.0  
13,216,91,0.0,0.0  
13,217,91,0.0,0.0  
13,218,91,0.0,0.0  
13,220,91,0.0,0.0  
13,222,91,0.0,0.0  
13,223,91,0.0,0.0  
13,224,91,0.0,0.0  
13,225,91,0.0,0.0  
13,227,91,0.0,0.0  
13,230,91,0.0,0.0  
13,231,91,0.0,0.0  
13,238,91,0.0,0.0  
13,239,91,155060.82566409154,1204.4573185006209  
13,242,91,0.0,0.0  
13,249,91,0.0,0.0  
13,250,91,0.0,0.0  
13,251,91,0.0,0.0  
13,252,91,0.0,0.0  
13,258,91,0.0,0.0  
13,259,91,0.0,0.0  
13,260,91,0.0,0.0  
13,261,91,0.0,0.0  
13,262,91,0.0,0.0  
13,264,91,0.0,0.0  
13,265,91,0.0,0.0  
13,266,91,0.0,0.0  
13,267,91,0.0,0.0  
13,269,91,0.0,0.0  
13,270,91,0.0,0.0  
13,271,91,0.0,0.0  
13,273,91,0.0,0.0  
13,274,91,0.0,0.0  
13,275,91,0.0,0.0  
13,277,91,0.0,0.0  
13,279,91,0.0,0.0  
13,280,91,0.0,0.0  
13,284,91,0.0,0.0  
13,285,91,0.0,0.0  
13,288,91,0.0,0.0  
13,289,91,0.0,0.0  
13,290,91,0.0,0.0  
13,292,91,0.0,0.0  
13,293,91,0.0,0.0  
13,294,91,0.0,0.0  
13,297,91,0.0,0.0  
13,299,91,0.0,0.0  
13,302,91,0.0,0.0  
13,303,91,0.0,0.0  
13,305,91,0.0,0.0  
13,307,91,0.0,0.0  
13,308,91,0.0,0.0  
13,310,91,0.0,0.0  
13,312,91,0.0,0.0  
13,315,91,0.0,0.0  
13,316,91,0.0,0.0  
13,318,91,0.0,0.0  
13,325,91,0.0,0.0  
13,328,91,0.0,0.0  
13,330,91,0.0,0.0  
13,331,91,0.0,0.0  
13,333,91,0.0,0.0  
13,337,91,0.0,0.0  
13,339,91,0.0,0.0  
13,341,91,0.0,0.0  
13,342,91,0.0,0.0  
13,343,91,0.0,0.0  
13,344,91,0.0,0.0  
13,345,91,0.0,0.0  
13,350,91,0.0,0.0  
13,351,91,0.0,0.0  
13,353,91,0.0,0.0  
13,354,91,0.0,0.0  
13,355,91,0.0,0.0  
13,356,91,0.0,0.0  
13,357,91,0.0,0.0  
13,358,91,0.0,0.0  
13,360,91,0.0,0.0  
13,362,91,0.0,0.0  
13,363,91,0.0,0.0  
13,364,91,0.0,0.0  
13,366,91,310121.65132818307,1877.8137539038582  
13,369,91,0.0,0.0  
13,370,91,0.0,0.0  
13,372,91,0.0,0.0  
13,374,91,0.0,0.0  
13,375,91,0.0,0.0  
13,376,91,0.0,0.0  
13,377,91,0.0,0.0  
13,378,91,0.0,0.0  
13,379,91,0.0,0.0  
13,383,91,0.0,0.0  
13,384,91,0.0,0.0  
13,385,91,0.0,0.0  
13,386,91,0.0,0.0  
13,388,91,0.0,0.0  
13,394,91,0.0,0.0  
13,397,91,0.0,0.0  
13,399,91,0.0,0.0  
13,400,91,0.0,0.0  
13,402,91,0.0,0.0  
13,404,91,0.0,0.0  
13,405,91,0.0,0.0  
13,407,91,0.0,0.0  
13,409,91,0.0,0.0  
13,414,91,0.0,0.0  
13,415,91,0.0,0.0  
13,417,91,0.0,0.0  
13,419,91,0.0,0.0  
13,425,91,0.0,0.0  
13,426,91,0.0,0.0  
13,427,91,0.0,0.0  
13,428,91,0.0,0.0  
13,429,91,0.0,0.0  
13,430,91,0.0,0.0  
13,431,91,0.0,0.0  
13,433,91,0.0,0.0  
13,435,91,0.0,0.0  
13,436,91,0.0,0.0  
13,437,91,0.0,0.0  
13,439,91,0.0,0.0  
13,441,91,0.0,0.0  
13,442,91,0.0,0.0  
13,443,91,0.0,0.0  
13,444,91,0.0,0.0  
13,445,91,0.0,0.0  
13,447,91,0.0,0.0  
13,449,91,0.0,0.0  
13,450,91,0.0,0.0  
13,451,91,0.0,0.0  
13,452,91,0.0,0.0  
13,453,91,0.0,0.0  
13,454,91,0.0,0.0  
13,457,91,0.0,0.0  
13,458,91,0.0,0.0  
13,460,91,0.0,0.0  
13,461,91,0.0,0.0  
13,463,91,0.0,0.0  
13,464,91,0.0,0.0  
13,465,91,0.0,0.0  
13,466,91,0.0,0.0  
13,467,91,0.0,0.0  
13,468,91,0.0,0.0  
13,469,91,0.0,0.0  
13,470,91,0.0,0.0  
13,471,91,0.0,0.0  
13,478,91,0.0,0.0  
13,480,91,0.0,0.0  
13,482,91,0.0,0.0  
13,485,91,0.0,0.0  
13,490,91,0.0,0.0  
13,491,91,0.0,0.0  
13,492,91,0.0,0.0  
13,493,91,0.0,0.0  
13,494,91,0.0,0.0  
13,495,91,0.0,0.0  
13,496,91,0.0,0.0  
13,497,91,0.0,0.0  
13,503,91,77530.41283204577,964.1637554330241  
13,506,91,6195.544646588378,95.93458911825016  
13,507,91,0.0,0.0  
13,509,91,0.0,0.0  
13,510,91,0.0,0.0  
13,511,91,0.0,0.0  
13,513,91,0.0,0.0  
13,515,91,0.0,0.0  
13,525,91,0.0,0.0  
13,526,91,0.0,0.0  
13,527,91,0.0,0.0  
13,528,91,0.0,0.0  
13,530,91,0.0,0.0  
13,531,91,0.0,0.0  
13,532,91,0.0,0.0  
13,534,91,0.0,0.0  
13,535,91,0.0,0.0  
13,536,91,0.0,0.0  
13,543,91,0.0,0.0  
13,545,91,0.0,0.0  
13,547,91,0.0,0.0  
13,548,91,0.0,0.0  
13,553,91,0.0,0.0  
13,558,91,0.0,0.0  
13,559,91,0.0,0.0  
13,560,91,0.0,0.0  
13,571,91,0.0,0.0  
13,576,91,0.0,0.0  
13,589,91,0.0,0.0  
13,590,91,0.0,0.0  
13,591,91,0.0,0.0  
13,592,91,0.0,0.0  
13,593,91,0.0,0.0  
