hour,linkID,pollutantID,emrate,emquant
23,2,91,0.0,0.0  
23,3,91,0.0,0.0  
23,4,91,0.0,0.0  
23,5,91,0.0,0.0  
23,7,91,0.0,0.0  
23,8,91,0.0,0.0  
23,10,91,0.0,0.0  
23,11,91,0.0,0.0  
23,13,91,0.0,0.0  
23,14,91,0.0,0.0  
23,16,91,0.0,0.0  
23,18,91,0.0,0.0  
23,20,91,0.0,0.0  
23,21,91,0.0,0.0  
23,22,91,0.0,0.0  
23,23,91,0.0,0.0  
23,24,91,0.0,0.0  
23,25,91,0.0,0.0  
23,26,91,0.0,0.0  
23,28,91,0.0,0.0  
23,29,91,0.0,0.0  
23,32,91,0.0,0.0  
23,34,91,0.0,0.0  
23,35,91,0.0,0.0  
23,36,91,0.0,0.0  
23,37,91,0.0,0.0  
23,38,91,0.0,0.0  
23,41,91,0.0,0.0  
23,43,91,0.0,0.0  
23,44,91,0.0,0.0  
23,45,91,0.0,0.0  
23,47,91,0.0,0.0  
23,49,91,0.0,0.0  
23,53,91,0.0,0.0  
23,55,91,0.0,0.0  
23,57,91,0.0,0.0  
23,58,91,0.0,0.0  
23,59,91,0.0,0.0  
23,61,91,0.0,0.0  
23,63,91,0.0,0.0  
23,64,91,0.0,0.0  
23,65,91,0.0,0.0  
23,66,91,0.0,0.0  
23,67,91,0.0,0.0  
23,69,91,0.0,0.0  
23,70,91,0.0,0.0  
23,75,91,0.0,0.0  
23,77,91,0.0,0.0  
23,78,91,0.0,0.0  
23,81,91,0.0,0.0  
23,82,91,0.0,0.0  
23,83,91,0.0,0.0  
23,85,91,0.0,0.0  
23,87,91,0.0,0.0  
23,93,91,0.0,0.0  
23,94,91,0.0,0.0  
23,95,91,0.0,0.0  
23,98,91,0.0,0.0  
23,100,91,0.0,0.0  
23,102,91,0.0,0.0  
23,107,91,0.0,0.0  
23,108,91,0.0,0.0  
23,110,91,0.0,0.0  
23,115,91,0.0,0.0  
23,116,91,0.0,0.0  
23,117,91,0.0,0.0  
23,118,91,0.0,0.0  
23,119,91,0.0,0.0  
23,120,91,0.0,0.0  
23,122,91,0.0,0.0  
23,125,91,0.0,0.0  
23,127,91,0.0,0.0  
23,129,91,0.0,0.0  
23,131,91,0.0,0.0  
23,133,91,0.0,0.0  
23,134,91,0.0,0.0  
23,136,91,0.0,0.0  
23,139,91,0.0,0.0  
23,141,91,0.0,0.0  
23,142,91,0.0,0.0  
23,143,91,0.0,0.0  
23,144,91,0.0,0.0  
23,145,91,0.0,0.0  
23,146,91,0.0,0.0  
23,147,91,0.0,0.0  
23,150,91,0.0,0.0  
23,152,91,0.0,0.0  
23,153,91,0.0,0.0  
23,154,91,0.0,0.0  
23,155,91,0.0,0.0  
23,157,91,0.0,0.0  
23,158,91,0.0,0.0  
23,159,91,0.0,0.0  
23,160,91,0.0,0.0  
23,161,91,0.0,0.0  
23,164,91,0.0,0.0  
23,167,91,0.0,0.0  
23,168,91,0.0,0.0  
23,189,91,0.0,0.0  
23,191,91,0.0,0.0  
23,193,91,0.0,0.0  
23,194,91,0.0,0.0  
23,197,91,0.0,0.0  
23,198,91,0.0,0.0  
23,199,91,0.0,0.0  
23,200,91,0.0,0.0  
23,202,91,0.0,0.0  
23,205,91,0.0,0.0  
23,207,91,0.0,0.0  
23,209,91,0.0,0.0  
23,214,91,0.0,0.0  
23,215,91,0.0,0.0  
23,216,91,0.0,0.0  
23,217,91,0.0,0.0  
23,218,91,0.0,0.0  
23,220,91,0.0,0.0  
23,222,91,0.0,0.0  
23,223,91,0.0,0.0  
23,224,91,0.0,0.0  
23,225,91,0.0,0.0  
23,227,91,0.0,0.0  
23,230,91,0.0,0.0  
23,231,91,0.0,0.0  
23,238,91,0.0,0.0  
23,239,91,0.0,0.0  
23,242,91,0.0,0.0  
23,249,91,0.0,0.0  
23,250,91,0.0,0.0  
23,251,91,0.0,0.0  
23,252,91,0.0,0.0  
23,258,91,0.0,0.0  
23,259,91,0.0,0.0  
23,260,91,0.0,0.0  
23,261,91,0.0,0.0  
23,262,91,0.0,0.0  
23,264,91,0.0,0.0  
23,265,91,0.0,0.0  
23,266,91,0.0,0.0  
23,267,91,0.0,0.0  
23,269,91,0.0,0.0  
23,270,91,0.0,0.0  
23,271,91,0.0,0.0  
23,273,91,0.0,0.0  
23,274,91,0.0,0.0  
23,275,91,0.0,0.0  
23,277,91,0.0,0.0  
23,279,91,0.0,0.0  
23,280,91,0.0,0.0  
23,284,91,0.0,0.0  
23,285,91,0.0,0.0  
23,288,91,0.0,0.0  
23,289,91,0.0,0.0  
23,290,91,0.0,0.0  
23,292,91,0.0,0.0  
23,293,91,0.0,0.0  
23,294,91,0.0,0.0  
23,297,91,0.0,0.0  
23,299,91,0.0,0.0  
23,302,91,0.0,0.0  
23,303,91,0.0,0.0  
23,305,91,0.0,0.0  
23,307,91,0.0,0.0  
23,308,91,0.0,0.0  
