linkID,countyID,zoneID,roadTypeID,linkLength,linkVolume,linkAvgSpeed,linkDescription,linkAvgGrade
2,17031,0,5,0.03745459935298865,21,15.351376666666667,Urban Unrestricted,0
3,17031,0,5,0.04227346876918908,18,19.908258888888888,Urban Unrestricted,0
4,17031,0,5,0.014927408705021947,14,26.137358571428575,Urban Unrestricted,0
5,17031,0,5,0.0103613299010997,13,29.066210769230768,Urban Unrestricted,0
7,17031,0,5,0.008572614653139177,11,31.71192090909091,Urban Unrestricted,0
8,17031,0,5,0.037555781031204626,11,29.269523636363637,Urban Unrestricted,0
10,17031,0,5,0.032952521892137626,7,3.1128571428571425,Urban Unrestricted,0
11,17031,0,5,0.027489363503927063,4,0.5,Urban Unrestricted,0
13,17031,0,5,0.021669986011409112,4,0.5,Urban Unrestricted,0
14,17031,0,5,0.023843489106077902,4,0.5,Urban Unrestricted,0
16,17031,0,5,0.03196669753289002,4,0.5,Urban Unrestricted,0
18,17031,0,5,0.004610404160212313,4,0.5,Urban Unrestricted,0
20,17031,0,5,0.038157612609979345,4,0.5,Urban Unrestricted,0
21,17031,0,5,0.02245116314390582,4,0.5,Urban Unrestricted,0
22,17031,0,5,0.030114582753659625,8,1.1185,Urban Unrestricted,0
23,17031,0,5,0.027867864592692443,4,0.5,Urban Unrestricted,0
24,17031,0,5,0.010455874586758281,4,0.5,Urban Unrestricted,0
25,17031,0,5,0.037946906305583936,4,0.5,Urban Unrestricted,0
26,17031,0,5,0.03766700542099474,4,0.5,Urban Unrestricted,0
28,17031,0,5,0.005593668298301635,4,0.5,Urban Unrestricted,0
29,17031,0,5,0.011532848883234281,4,0.5,Urban Unrestricted,0
32,17031,0,5,0.007972934292764024,9,16.945778888888892,Urban Unrestricted,0
34,17031,0,5,0.0013393376232461163,9,1.8533333333333333,Urban Unrestricted,0
35,17031,0,5,0.010640560543105316,9,17.1,Urban Unrestricted,0
36,17031,0,5,0.03373897819181847,9,25.75333333333333,Urban Unrestricted,0
37,17031,0,5,0.04110238236833919,9,28.938888888888886,Urban Unrestricted,0
38,17031,0,5,0.04549179169918601,16,9.240625,Urban Unrestricted,0
41,17031,0,5,0.008232464533251029,20,5.3784435,Urban Unrestricted,0
43,17031,0,5,0.03653043279711975,0,0.0,Urban Unrestricted,0
44,17031,0,5,0.04345939694922808,0,0.0,Urban Unrestricted,0
45,17031,0,5,0.04002615236677265,1,21.47,Urban Unrestricted,0
47,17031,0,5,0.014177481043578213,1,0.99,Urban Unrestricted,0
49,17031,0,5,0.0071012992672389984,20,12.556000000000001,Urban Unrestricted,0
53,17031,0,5,0.024046695737475185,18,15.820191666666668,Urban Unrestricted,0
55,17031,0,5,0.02439151569883117,18,1.1185,Urban Unrestricted,0
57,17031,0,5,0.07093430172173616,17,1.1185,Urban Unrestricted,0
58,17031,0,5,0.07661672196045316,25,1.1185,Urban Unrestricted,0
59,17031,0,5,0.07611168897109068,37,1.1185,Urban Unrestricted,0
61,17031,0,5,0.07508849762544668,25,1.1185,Urban Unrestricted,0
63,17031,0,5,0.07081727951507145,20,1.1185,Urban Unrestricted,0
64,17031,0,5,0.03508604222111513,16,1.1185,Urban Unrestricted,0
65,17031,0,5,0.041931319170058705,16,1.1185,Urban Unrestricted,0
66,17031,0,5,0.0764697621960837,19,1.1185,Urban Unrestricted,0
67,17031,0,5,0.07660456789674022,30,1.1185,Urban Unrestricted,0
69,17031,0,5,0.006765160123448227,138,1.1185,Urban Unrestricted,0
70,17031,0,5,0.012709603062656586,159,1.1185,Urban Unrestricted,0
75,17031,0,5,0.006107412481838817,41,47.779591951219516,Urban Unrestricted,0
77,17031,0,5,0.02278104994347722,33,4.63939393939394,Urban Unrestricted,0
78,17031,0,5,0.02692499239387544,30,19.225,Urban Unrestricted,0
81,17031,0,5,0.007297996300657969,46,16.197338913043478,Urban Unrestricted,0
82,17031,0,5,0.08930984889649685,4,0.5,Urban Unrestricted,0
83,17031,0,5,0.059290188084042704,4,0.5,Urban Unrestricted,0
85,17031,0,5,0.015025793847243401,0,0.0,Urban Unrestricted,0
87,17031,0,5,0.07314831748153233,4,0.5,Urban Unrestricted,0
93,17031,0,5,0.005437217716795774,4,0.5,Urban Unrestricted,0
94,17031,0,5,0.03951718015996406,7,9.257034285714285,Urban Unrestricted,0
95,17031,0,5,0.04593067641478199,7,20.151224285714285,Urban Unrestricted,0
98,17031,0,5,0.08270574083099712,35,8.161854285714288,Urban Unrestricted,0
100,17031,0,5,0.009468821594483779,30,17.45266666666667,Urban Unrestricted,0
102,17031,0,5,0.07876589258145361,24,0.5,Urban Unrestricted,0
107,17031,0,5,0.07492575106758453,6,0.5,Urban Unrestricted,0
108,17031,0,5,0.04196876201146634,13,9.656445384615385,Urban Unrestricted,0
110,17031,0,5,0.1273582532663252,7,0.5,Urban Unrestricted,0
115,17031,0,5,0.0558461591706796,19,0.5,Urban Unrestricted,0
116,17031,0,5,0.04446970125279634,16,0.5,Urban Unrestricted,0
117,17031,0,5,0.044030673411687905,21,1.1185,Urban Unrestricted,0
118,17031,0,5,0.04434369478379048,17,0.5,Urban Unrestricted,0
119,17031,0,5,0.008501324582638095,16,0.5,Urban Unrestricted,0
120,17031,0,5,0.034876901565735176,16,0.5,Urban Unrestricted,0
122,17031,0,5,0.055530630967972644,7,0.5,Urban Unrestricted,0
125,17031,0,5,0.004636375055985149,39,13.266410256410255,Urban Unrestricted,0
127,17031,0,5,0.025642282000653802,39,8.854102564102565,Urban Unrestricted,0
129,17031,0,5,0.02376035795803127,12,3.320181666666667,Urban Unrestricted,0
131,17031,0,5,0.03798791444765567,12,3.058543333333333,Urban Unrestricted,0
133,17031,0,5,0.06048018810371406,12,0.5,Urban Unrestricted,0
134,17031,0,5,0.04373921924650436,15,0.5,Urban Unrestricted,0
136,17031,0,5,0.015503899729496127,19,0.5,Urban Unrestricted,0
139,17031,0,5,0.009033885540181419,18,0.5,Urban Unrestricted,0
