linkID,countyID,zoneID,roadTypeID,linkLength,linkVolume,linkAvgSpeed,linkDescription,linkAvgGrade
2,17031,0,5,0.03745459935298865,13,29.394180000000002,Urban Unrestricted,0
3,17031,0,5,0.04227346876918908,13,33.04565230769231,Urban Unrestricted,0
4,17031,0,5,0.014927408705021947,13,33.14373615384615,Urban Unrestricted,0
5,17031,0,5,0.0103613299010997,11,33.10353272727273,Urban Unrestricted,0
7,17031,0,5,0.008572614653139177,13,31.27670153846154,Urban Unrestricted,0
8,17031,0,5,0.037555781031204626,17,23.549030588235293,Urban Unrestricted,0
10,17031,0,5,0.032952521892137626,10,3.9034750000000003,Urban Unrestricted,0
11,17031,0,5,0.027489363503927063,5,0.5,Urban Unrestricted,0
13,17031,0,5,0.021669986011409112,5,0.5,Urban Unrestricted,0
14,17031,0,5,0.023843489106077902,4,0.5,Urban Unrestricted,0
16,17031,0,5,0.03196669753289002,4,0.5,Urban Unrestricted,0
18,17031,0,5,0.004610404160212313,4,0.5,Urban Unrestricted,0
20,17031,0,5,0.038157612609979345,4,0.5,Urban Unrestricted,0
21,17031,0,5,0.02245116314390582,4,0.5,Urban Unrestricted,0
22,17031,0,5,0.030114582753659625,17,1.1184999999999998,Urban Unrestricted,0
23,17031,0,5,0.027867864592692443,4,0.5,Urban Unrestricted,0
24,17031,0,5,0.010455874586758281,4,0.5,Urban Unrestricted,0
25,17031,0,5,0.037946906305583936,4,0.5,Urban Unrestricted,0
26,17031,0,5,0.03766700542099474,5,0.5,Urban Unrestricted,0
28,17031,0,5,0.005593668298301635,5,0.5,Urban Unrestricted,0
29,17031,0,5,0.011532848883234281,5,0.5,Urban Unrestricted,0
32,17031,0,5,0.007972934292764024,13,23.03765846153846,Urban Unrestricted,0
34,17031,0,5,0.0013393376232461163,14,2.3700000000000006,Urban Unrestricted,0
35,17031,0,5,0.010640560543105316,14,16.657142857142862,Urban Unrestricted,0
36,17031,0,5,0.03373897819181847,14,26.32428571428571,Urban Unrestricted,0
37,17031,0,5,0.04110238236833919,14,29.502857142857142,Urban Unrestricted,0
38,17031,0,5,0.04549179169918601,16,23.928125,Urban Unrestricted,0
41,17031,0,5,0.008232464533251029,7,5.205041428571429,Urban Unrestricted,0
43,17031,0,5,0.03653043279711975,0,0.0,Urban Unrestricted,0
44,17031,0,5,0.04345939694922808,0,0.0,Urban Unrestricted,0
45,17031,0,5,0.04002615236677265,1,1.88,Urban Unrestricted,0
47,17031,0,5,0.014177481043578213,1,2.23,Urban Unrestricted,0
49,17031,0,5,0.0071012992672389984,12,10.939166666666667,Urban Unrestricted,0
53,17031,0,5,0.024046695737475185,10,1.1185,Urban Unrestricted,0
55,17031,0,5,0.02439151569883117,9,1.1185,Urban Unrestricted,0
57,17031,0,5,0.07093430172173616,14,1.1185000000000003,Urban Unrestricted,0
58,17031,0,5,0.07661672196045316,27,1.1185,Urban Unrestricted,0
59,17031,0,5,0.07611168897109068,37,1.1185,Urban Unrestricted,0
61,17031,0,5,0.07508849762544668,22,1.1185,Urban Unrestricted,0
63,17031,0,5,0.07081727951507145,19,1.1185,Urban Unrestricted,0
64,17031,0,5,0.03508604222111513,18,1.1185,Urban Unrestricted,0
65,17031,0,5,0.041931319170058705,18,1.1185,Urban Unrestricted,0
66,17031,0,5,0.0764697621960837,31,1.1185,Urban Unrestricted,0
67,17031,0,5,0.07660456789674022,53,1.1185,Urban Unrestricted,0
69,17031,0,5,0.006765160123448227,169,1.1185,Urban Unrestricted,0
70,17031,0,5,0.012709603062656586,241,1.1185,Urban Unrestricted,0
75,17031,0,5,0.006107412481838817,18,28.495651666666667,Urban Unrestricted,0
77,17031,0,5,0.02278104994347722,11,14.037828181818183,Urban Unrestricted,0
78,17031,0,5,0.02692499239387544,6,30.50052166666666,Urban Unrestricted,0
81,17031,0,5,0.007297996300657969,8,2.23616875,Urban Unrestricted,0
82,17031,0,5,0.08930984889649685,4,0.5,Urban Unrestricted,0
83,17031,0,5,0.059290188084042704,4,0.5,Urban Unrestricted,0
85,17031,0,5,0.015025793847243401,4,0.5,Urban Unrestricted,0
87,17031,0,5,0.07314831748153233,4,0.5,Urban Unrestricted,0
93,17031,0,5,0.005437217716795774,18,0.5,Urban Unrestricted,0
94,17031,0,5,0.03951718015996406,18,0.5,Urban Unrestricted,0
95,17031,0,5,0.04593067641478199,22,2.0177245454545454,Urban Unrestricted,0
98,17031,0,5,0.08270574083099712,43,8.432449534883721,Urban Unrestricted,0
100,17031,0,5,0.009468821594483779,40,17.35775,Urban Unrestricted,0
102,17031,0,5,0.07876589258145361,4,0.5,Urban Unrestricted,0
