linkID,countyID,zoneID,roadTypeID,linkLength,linkVolume,linkAvgSpeed,linkDescription,linkAvgGrade
2,17031,0,5,0.03745459935298865,75,1.1185,Urban Unrestricted,0
3,17031,0,5,0.04227346876918908,75,1.1185,Urban Unrestricted,0
4,17031,0,5,0.014927408705021947,75,1.1185,Urban Unrestricted,0
5,17031,0,5,0.0103613299010997,75,1.1185,Urban Unrestricted,0
7,17031,0,5,0.008572614653139177,75,1.1185,Urban Unrestricted,0
8,17031,0,5,0.037555781031204626,76,1.1185,Urban Unrestricted,0
10,17031,0,5,0.032952521892137626,71,0.5,Urban Unrestricted,0
11,17031,0,5,0.027489363503927063,4,0.5,Urban Unrestricted,0
13,17031,0,5,0.021669986011409112,4,0.5,Urban Unrestricted,0
14,17031,0,5,0.023843489106077902,6,0.5,Urban Unrestricted,0
16,17031,0,5,0.03196669753289002,8,0.5,Urban Unrestricted,0
18,17031,0,5,0.004610404160212313,10,0.5,Urban Unrestricted,0
20,17031,0,5,0.038157612609979345,6,0.5,Urban Unrestricted,0
21,17031,0,5,0.02245116314390582,4,0.5,Urban Unrestricted,0
22,17031,0,5,0.030114582753659625,10,1.1185,Urban Unrestricted,0
23,17031,0,5,0.027867864592692443,5,11.073392,Urban Unrestricted,0
24,17031,0,5,0.010455874586758281,5,11.2613,Urban Unrestricted,0
25,17031,0,5,0.037946906305583936,5,10.648362,Urban Unrestricted,0
26,17031,0,5,0.03766700542099474,5,10.563356000000002,Urban Unrestricted,0
28,17031,0,5,0.005593668298301635,5,7.4807700000000015,Urban Unrestricted,0
29,17031,0,5,0.011532848883234281,7,4.5241814285714295,Urban Unrestricted,0
32,17031,0,5,0.007972934292764024,48,26.204590833333338,Urban Unrestricted,0
34,17031,0,5,0.0013393376232461163,51,2.0576470588235294,Urban Unrestricted,0
35,17031,0,5,0.010640560543105316,51,16.663921568627448,Urban Unrestricted,0
36,17031,0,5,0.03373897819181847,51,25.15705882352941,Urban Unrestricted,0
37,17031,0,5,0.04110238236833919,51,28.90686274509804,Urban Unrestricted,0
38,17031,0,5,0.04549179169918601,74,9.472162162162162,Urban Unrestricted,0
41,17031,0,5,0.008232464533251029,20,3.948154000000001,Urban Unrestricted,0
43,17031,0,5,0.03653043279711975,0,0.0,Urban Unrestricted,0
44,17031,0,5,0.04345939694922808,0,0.0,Urban Unrestricted,0
45,17031,0,5,0.04002615236677265,7,11.715714285714286,Urban Unrestricted,0
47,17031,0,5,0.014177481043578213,7,4.997142857142857,Urban Unrestricted,0
49,17031,0,5,0.0071012992672389984,0,0.0,Urban Unrestricted,0
53,17031,0,5,0.024046695737475185,11,28.19433454545455,Urban Unrestricted,0
55,17031,0,5,0.02439151569883117,8,1.1185,Urban Unrestricted,0
57,17031,0,5,0.07093430172173616,10,1.1185,Urban Unrestricted,0
58,17031,0,5,0.07661672196045316,11,1.1185,Urban Unrestricted,0
59,17031,0,5,0.07611168897109068,10,1.1185,Urban Unrestricted,0
61,17031,0,5,0.07508849762544668,36,1.1185,Urban Unrestricted,0
63,17031,0,5,0.07081727951507145,36,1.1185,Urban Unrestricted,0
64,17031,0,5,0.03508604222111513,31,1.1185,Urban Unrestricted,0
65,17031,0,5,0.041931319170058705,31,1.1185,Urban Unrestricted,0
66,17031,0,5,0.0764697621960837,36,1.1185,Urban Unrestricted,0
67,17031,0,5,0.07660456789674022,60,1.1185000000000003,Urban Unrestricted,0
69,17031,0,5,0.006765160123448227,99,1.1185,Urban Unrestricted,0
70,17031,0,5,0.012709603062656586,111,1.1185,Urban Unrestricted,0
75,17031,0,5,0.006107412481838817,51,34.59630156862745,Urban Unrestricted,0
77,17031,0,5,0.02278104994347722,56,17.93714482142857,Urban Unrestricted,0
78,17031,0,5,0.02692499239387544,37,47.31678216216217,Urban Unrestricted,0
81,17031,0,5,0.007297996300657969,17,3.673943529411764,Urban Unrestricted,0
82,17031,0,5,0.08930984889649685,5,0.5,Urban Unrestricted,0
83,17031,0,5,0.059290188084042704,4,0.5,Urban Unrestricted,0
85,17031,0,5,0.015025793847243401,4,0.5,Urban Unrestricted,0
87,17031,0,5,0.07314831748153233,4,0.5,Urban Unrestricted,0
