linkID,countyID,zoneID,roadTypeID,linkLength,linkVolume,linkAvgSpeed,linkDescription,linkAvgGrade
2,17031,0,5,0.03745459935298865,21,17.833150952380954,Urban Unrestricted,0
3,17031,0,5,0.04227346876918908,21,19.007043333333336,Urban Unrestricted,0
4,17031,0,5,0.014927408705021947,20,35.38039200000001,Urban Unrestricted,0
5,17031,0,5,0.0103613299010997,19,34.66290368421053,Urban Unrestricted,0
7,17031,0,5,0.008572614653139177,20,34.069509999999994,Urban Unrestricted,0
8,17031,0,5,0.037555781031204626,20,28.872959,Urban Unrestricted,0
10,17031,0,5,0.032952521892137626,18,13.80229,Urban Unrestricted,0
11,17031,0,5,0.027489363503927063,4,0.5,Urban Unrestricted,0
13,17031,0,5,0.021669986011409112,4,0.5,Urban Unrestricted,0
14,17031,0,5,0.023843489106077902,4,0.5,Urban Unrestricted,0
16,17031,0,5,0.03196669753289002,5,0.5,Urban Unrestricted,0
18,17031,0,5,0.004610404160212313,5,0.5,Urban Unrestricted,0
20,17031,0,5,0.038157612609979345,4,0.5,Urban Unrestricted,0
21,17031,0,5,0.02245116314390582,4,0.5,Urban Unrestricted,0
22,17031,0,5,0.030114582753659625,8,1.1185,Urban Unrestricted,0
23,17031,0,5,0.027867864592692443,10,31.314312,Urban Unrestricted,0
24,17031,0,5,0.010455874586758281,10,32.59835,Urban Unrestricted,0
25,17031,0,5,0.037946906305583936,10,30.213708000000004,Urban Unrestricted,0
26,17031,0,5,0.03766700542099474,10,28.947566000000005,Urban Unrestricted,0
28,17031,0,5,0.005593668298301635,10,26.482391999999997,Urban Unrestricted,0
29,17031,0,5,0.011532848883234281,10,1.164026,Urban Unrestricted,0
32,17031,0,5,0.007972934292764024,11,21.934801818181818,Urban Unrestricted,0
34,17031,0,5,0.0013393376232461163,13,1.816923076923077,Urban Unrestricted,0
35,17031,0,5,0.010640560543105316,13,17.1,Urban Unrestricted,0
36,17031,0,5,0.03373897819181847,13,25.151538461538458,Urban Unrestricted,0
