linkID,countyID,zoneID,roadTypeID,linkLength,linkVolume,linkAvgSpeed,linkDescription,linkAvgGrade
2,17031,0,5,0.03745459935298865,14,17.4486,Urban Unrestricted,0
3,17031,0,5,0.04227346876918908,14,34.766175714285716,Urban Unrestricted,0
4,17031,0,5,0.014927408705021947,14,33.97363857142857,Urban Unrestricted,0
5,17031,0,5,0.0103613299010997,13,37.2959523076923,Urban Unrestricted,0
7,17031,0,5,0.008572614653139177,14,34.176566428571434,Urban Unrestricted,0
8,17031,0,5,0.037555781031204626,15,29.767013333333338,Urban Unrestricted,0
10,17031,0,5,0.032952521892137626,10,3.091,Urban Unrestricted,0
11,17031,0,5,0.027489363503927063,4,0.5,Urban Unrestricted,0
13,17031,0,5,0.021669986011409112,7,0.5,Urban Unrestricted,0
14,17031,0,5,0.023843489106077902,8,0.5,Urban Unrestricted,0
16,17031,0,5,0.03196669753289002,14,0.5,Urban Unrestricted,0
18,17031,0,5,0.004610404160212313,15,0.5,Urban Unrestricted,0
20,17031,0,5,0.038157612609979345,11,0.5,Urban Unrestricted,0
21,17031,0,5,0.02245116314390582,15,0.5,Urban Unrestricted,0
22,17031,0,5,0.030114582753659625,22,1.1185,Urban Unrestricted,0
23,17031,0,5,0.027867864592692443,10,5.786696,Urban Unrestricted,0
24,17031,0,5,0.010455874586758281,8,7.2258125,Urban Unrestricted,0
25,17031,0,5,0.037946906305583936,8,6.84272625,Urban Unrestricted,0
26,17031,0,5,0.03766700542099474,8,6.789597500000001,Urban Unrestricted,0
28,17031,0,5,0.005593668298301635,5,9.968314000000001,Urban Unrestricted,0
29,17031,0,5,0.011532848883234281,15,5.510033333333334,Urban Unrestricted,0
32,17031,0,5,0.007972934292764024,38,10.407936842105267,Urban Unrestricted,0
34,17031,0,5,0.0013393376232461163,12,2.265,Urban Unrestricted,0
35,17031,0,5,0.010640560543105316,12,15.075833333333335,Urban Unrestricted,0
36,17031,0,5,0.03373897819181847,12,25.275833333333335,Urban Unrestricted,0
37,17031,0,5,0.04110238236833919,12,29.52416666666667,Urban Unrestricted,0
38,17031,0,5,0.04549179169918601,18,9.958888888888888,Urban Unrestricted,0
41,17031,0,5,0.008232464533251029,9,0.5,Urban Unrestricted,0
43,17031,0,5,0.03653043279711975,0,0.0,Urban Unrestricted,0
44,17031,0,5,0.04345939694922808,0,0.0,Urban Unrestricted,0
45,17031,0,5,0.04002615236677265,1,12.15,Urban Unrestricted,0
47,17031,0,5,0.014177481043578213,1,2.16,Urban Unrestricted,0
49,17031,0,5,0.0071012992672389984,20,16.4455,Urban Unrestricted,0
53,17031,0,5,0.024046695737475185,14,1.1185,Urban Unrestricted,0
55,17031,0,5,0.02439151569883117,16,1.1185,Urban Unrestricted,0
57,17031,0,5,0.07093430172173616,10,1.1185,Urban Unrestricted,0
58,17031,0,5,0.07661672196045316,13,1.1185,Urban Unrestricted,0
59,17031,0,5,0.07611168897109068,42,1.1185,Urban Unrestricted,0
61,17031,0,5,0.07508849762544668,31,1.1185,Urban Unrestricted,0
63,17031,0,5,0.07081727951507145,28,1.1185,Urban Unrestricted,0
64,17031,0,5,0.03508604222111513,27,1.1185,Urban Unrestricted,0
65,17031,0,5,0.041931319170058705,25,1.1185,Urban Unrestricted,0
66,17031,0,5,0.0764697621960837,28,1.1185,Urban Unrestricted,0
67,17031,0,5,0.07660456789674022,45,1.1184999999999998,Urban Unrestricted,0
69,17031,0,5,0.006765160123448227,180,1.1184999999999998,Urban Unrestricted,0
70,17031,0,5,0.012709603062656586,229,1.1185,Urban Unrestricted,0
75,17031,0,5,0.006107412481838817,43,44.625657674418605,Urban Unrestricted,0
77,17031,0,5,0.02278104994347722,35,16.621246857142854,Urban Unrestricted,0
78,17031,0,5,0.02692499239387544,31,52.05931967741936,Urban Unrestricted,0
81,17031,0,5,0.007297996300657969,47,13.160557872340426,Urban Unrestricted,0
82,17031,0,5,0.08930984889649685,4,0.5,Urban Unrestricted,0
83,17031,0,5,0.059290188084042704,4,0.5,Urban Unrestricted,0
85,17031,0,5,0.015025793847243401,4,0.5,Urban Unrestricted,0
87,17031,0,5,0.07314831748153233,6,0.5,Urban Unrestricted,0
93,17031,0,5,0.005437217716795774,5,0.5,Urban Unrestricted,0
94,17031,0,5,0.03951718015996406,8,11.519718750000001,Urban Unrestricted,0
95,17031,0,5,0.04593067641478199,9,11.158532222222224,Urban Unrestricted,0
98,17031,0,5,0.08270574083099712,50,10.4074188,Urban Unrestricted,0
100,17031,0,5,0.009468821594483779,46,17.49217391304348,Urban Unrestricted,0
102,17031,0,5,0.07876589258145361,4,0.5,Urban Unrestricted,0
107,17031,0,5,0.07492575106758453,4,0.5,Urban Unrestricted,0
108,17031,0,5,0.04196876201146634,7,9.942040000000002,Urban Unrestricted,0
110,17031,0,5,0.1273582532663252,7,0.5,Urban Unrestricted,0
115,17031,0,5,0.0558461591706796,42,0.5,Urban Unrestricted,0
116,17031,0,5,0.04446970125279634,9,0.5,Urban Unrestricted,0
117,17031,0,5,0.044030673411687905,12,1.1185,Urban Unrestricted,0
118,17031,0,5,0.04434369478379048,8,0.5,Urban Unrestricted,0
119,17031,0,5,0.008501324582638095,8,0.5,Urban Unrestricted,0
120,17031,0,5,0.034876901565735176,8,0.5,Urban Unrestricted,0
122,17031,0,5,0.055530630967972644,4,0.5,Urban Unrestricted,0
125,17031,0,5,0.004636375055985149,43,13.297906976744185,Urban Unrestricted,0
127,17031,0,5,0.025642282000653802,43,7.578604651162791,Urban Unrestricted,0
129,17031,0,5,0.02376035795803127,23,1.1185,Urban Unrestricted,0
131,17031,0,5,0.03798791444765567,41,1.4720551219512197,Urban Unrestricted,0
133,17031,0,5,0.06048018810371406,38,0.5,Urban Unrestricted,0
134,17031,0,5,0.04373921924650436,52,0.5,Urban Unrestricted,0
136,17031,0,5,0.015503899729496127,57,0.5,Urban Unrestricted,0
139,17031,0,5,0.009033885540181419,75,0.5,Urban Unrestricted,0
141,17031,0,5,0.011178479669074226,33,28.324242424242424,Urban Unrestricted,0
142,17031,0,5,0.0553637276827091,52,19.15076923076923,Urban Unrestricted,0
143,17031,0,5,0.0268211647736353,49,2.180408163265306,Urban Unrestricted,0
144,17031,0,5,0.028647528711855424,55,21.88558781818182,Urban Unrestricted,0
145,17031,0,5,0.027584154860749385,24,12.581666666666669,Urban Unrestricted,0
146,17031,0,5,0.028719123639818718,24,6.510000000000001,Urban Unrestricted,0
147,17031,0,5,0.04135035814944799,13,1.4800000000000002,Urban Unrestricted,0
150,17031,0,5,0.060031009192327685,0,0.0,Urban Unrestricted,0
152,17031,0,5,0.07501218641418651,6,0.5,Urban Unrestricted,0
153,17031,0,5,0.04206989917876089,4,0.5,Urban Unrestricted,0
154,17031,0,5,0.045383921986207866,4,0.5,Urban Unrestricted,0
155,17031,0,5,0.01216227131316559,12,0.5,Urban Unrestricted,0
157,17031,0,5,0.05329792244874264,258,1.1184999999999998,Urban Unrestricted,0
158,17031,0,5,0.047359844780463414,112,24.159969375000003,Urban Unrestricted,0
159,17031,0,5,0.02853955235262656,112,26.84477928571429,Urban Unrestricted,0
160,17031,0,5,0.07573985112260577,180,12.748041611111113,Urban Unrestricted,0
161,17031,0,5,0.07683676120462059,68,4.071470588235294,Urban Unrestricted,0
164,17031,0,5,0.0388337253969156,0,0.0,Urban Unrestricted,0
167,17031,0,5,0.007404717715655548,0,0.0,Urban Unrestricted,0
168,17031,0,5,0.0170932012802922,0,0.0,Urban Unrestricted,0
189,17031,0,5,0.06625106798739597,0,0.0,Urban Unrestricted,0
191,17031,0,5,0.05859146118203935,60,16.7965145,Urban Unrestricted,0
193,17031,0,5,0.06326379525452018,29,12.253448275862068,Urban Unrestricted,0
194,17031,0,5,0.008491778473136964,5,0.5,Urban Unrestricted,0
197,17031,0,5,0.06440082569412449,25,0.5,Urban Unrestricted,0
198,17031,0,5,0.03239102194462795,5,0.5,Urban Unrestricted,0
199,17031,0,5,0.04344219872796126,5,0.5,Urban Unrestricted,0
200,17031,0,5,0.07617358389121583,4,0.5,Urban Unrestricted,0
202,17031,0,5,0.03890714413891275,6,0.5,Urban Unrestricted,0
205,17031,0,5,0.002354380308953109,22,1.1185,Urban Unrestricted,0
207,17031,0,5,0.06953737615975814,29,1.1185,Urban Unrestricted,0
209,17031,0,5,0.005835197222373978,96,4.010833333333333,Urban Unrestricted,0
214,17031,0,5,0.058856035454416575,929,3.710217405812702,Urban Unrestricted,0
215,17031,0,5,0.04114669905556634,1049,4.049345433746426,Urban Unrestricted,0
216,17031,0,5,0.03461515635907938,1079,9.775710732159409,Urban Unrestricted,0
217,17031,0,5,0.07628955244687156,935,16.72881235294118,Urban Unrestricted,0
218,17031,0,5,0.08411693517164709,29,1.1185,Urban Unrestricted,0
220,17031,0,5,0.07141319674684628,34,2.0955882352941178,Urban Unrestricted,0
222,17031,0,5,0.03946260005413947,49,27.48612244897959,Urban Unrestricted,0
223,17031,0,5,0.07527357302482011,59,39.430327457627115,Urban Unrestricted,0
224,17031,0,5,0.04199120865379752,73,46.35382273972603,Urban Unrestricted,0
225,17031,0,5,0.033638299829626406,81,34.1740749382716,Urban Unrestricted,0
227,17031,0,5,0.006354786152731526,148,17.30480006756757,Urban Unrestricted,0
230,17031,0,5,0.0038262560184694713,9,0.5,Urban Unrestricted,0
231,17031,0,5,0.110654066755482,0,0.0,Urban Unrestricted,0
238,17031,0,5,0.020648649392016657,116,7.782413793103448,Urban Unrestricted,0
239,17031,0,5,0.007767644170229291,1,0.5,Urban Unrestricted,0
242,17031,0,5,0.042428382209963,4,0.5,Urban Unrestricted,0
249,17031,0,5,0.008001254704901326,0,0.0,Urban Unrestricted,0
250,17031,0,5,0.0023443080537351663,0,0.0,Urban Unrestricted,0
251,17031,0,5,0.012988675402902505,0,0.0,Urban Unrestricted,0
252,17031,0,5,0.020189991353850325,0,0.0,Urban Unrestricted,0
258,17031,0,4,0.037046670394240984,1,15.28,Urban Restricted,0
259,17031,0,5,0.00776871378240603,3,5.07,Urban Unrestricted,0
260,17031,0,5,0.02596746127741027,0,0.0,Urban Unrestricted,0
261,17031,0,5,0.025792571586069856,0,0.0,Urban Unrestricted,0
262,17031,0,5,0.02438882206316108,0,0.0,Urban Unrestricted,0
264,17031,0,5,0.02034679528011646,0,0.0,Urban Unrestricted,0
265,17031,0,5,0.02557433950643509,11,0.5,Urban Unrestricted,0
266,17031,0,5,0.02667660196331472,11,0.5,Urban Unrestricted,0
267,17031,0,5,0.007768908123249283,27,1.1185,Urban Unrestricted,0
269,17031,0,5,0.01500119420515173,4,25.708067500000002,Urban Unrestricted,0
270,17031,0,5,0.03099347434083696,6,50.32140833333333,Urban Unrestricted,0
271,17031,0,5,0.0302868556746751,6,56.38259,Urban Unrestricted,0
273,17031,0,5,0.0808668148104895,9,7.98373888888889,Urban Unrestricted,0
274,17031,0,5,0.04587867307072504,13,1.1185,Urban Unrestricted,0
275,17031,0,5,0.04309597351691636,9,0.5,Urban Unrestricted,0
277,17031,0,5,0.05408455587116536,8,0.5,Urban Unrestricted,0
279,17031,0,5,0.07598525384370382,8,0.5,Urban Unrestricted,0
280,17031,0,5,0.08448354495988421,8,0.5,Urban Unrestricted,0
284,17031,0,5,0.008939752231314428,350,11.081011457142857,Urban Unrestricted,0
285,17031,0,5,0.04721201589420485,301,2.410132890365449,Urban Unrestricted,0
288,17031,0,5,0.052433541682126425,12,1.1185,Urban Unrestricted,0
289,17031,0,5,0.028370051672001604,1,30.47,Urban Unrestricted,0
290,17031,0,5,0.0238529490164741,1,29.54,Urban Unrestricted,0
292,17031,0,5,0.031129745478013712,1,24.79,Urban Unrestricted,0
293,17031,0,5,0.026159781508704863,1,16.19,Urban Unrestricted,0
294,17031,0,5,0.02912134033617418,1,10.2,Urban Unrestricted,0
297,17031,0,5,0.028624593349920617,1,16.0,Urban Unrestricted,0
299,17031,0,5,0.06269398436444282,110,18.034000000000002,Urban Unrestricted,0
302,17031,0,5,0.004578128991807701,125,15.991520000000001,Urban Unrestricted,0
